Composite.Element.REF	TCGA-2H-A9GF-01	TCGA-2H-A9GI-01	TCGA-2H-A9GL-01	TCGA-2H-A9GQ-01	TCGA-2H-A9GR-01	TCGA-IC-A6RE-01	TCGA-IC-A6RF-01	TCGA-IG-A3I8-01	TCGA-IG-A3QL-01	TCGA-IG-A3Y9-01	TCGA-IG-A3YA-01	TCGA-IG-A3YB-01	TCGA-IG-A3YC-01	TCGA-IG-A4P3-01	TCGA-IG-A4QS-01	TCGA-IG-A4QT-01	TCGA-IG-A50L-01	TCGA-IG-A51D-01	TCGA-IG-A5B8-01	TCGA-IG-A5S3-01	TCGA-IG-A625-01	TCGA-IG-A6QS-01	TCGA-IG-A8O2-01	TCGA-IG-A97H-01	TCGA-IG-A97I-01	TCGA-JY-A6F8-01	TCGA-JY-A6FA-01	TCGA-JY-A6FB-01	TCGA-JY-A6FD-01	TCGA-JY-A6FE-01	TCGA-JY-A6FG-01	TCGA-JY-A939-01	TCGA-JY-A93E-01	TCGA-JY-A93F-01	TCGA-L5-A43C-01	TCGA-L5-A43E-01	TCGA-L5-A43H-01	TCGA-L5-A43I-01	TCGA-L5-A43J-01	TCGA-L5-A43M-01	TCGA-L5-A4OE-01	TCGA-L5-A4OF-01	TCGA-L5-A4OG-01	TCGA-L5-A4OH-01	TCGA-L5-A4OI-01	TCGA-L5-A4OJ-01	TCGA-L5-A4ON-01	TCGA-L5-A4OP-01	TCGA-L5-A4OQ-01	TCGA-L5-A4OR-01	TCGA-L5-A4OS-01	TCGA-L5-A4OT-01	TCGA-L5-A4OU-01	TCGA-L5-A4OW-01	TCGA-L5-A4OX-01	TCGA-L5-A88W-01	TCGA-L5-A891-01	TCGA-L5-A8NE-01	TCGA-L5-A8NF-01	TCGA-L5-A8NI-01	TCGA-L5-A8NJ-01	TCGA-L5-A8NK-01	TCGA-L5-A8NL-01	TCGA-L5-A8NQ-01	TCGA-L5-A8NS-01	TCGA-L5-A8NT-01	TCGA-L5-A8NV-01	TCGA-L5-A8NW-01	TCGA-L7-A56G-01	TCGA-L7-A6VZ-01	TCGA-LN-A49K-01	TCGA-LN-A49L-01	TCGA-LN-A49M-01	TCGA-LN-A49N-01	TCGA-LN-A49O-01	TCGA-LN-A49P-01	TCGA-LN-A49R-01	TCGA-LN-A49S-01	TCGA-LN-A49U-01	TCGA-LN-A49V-01	TCGA-LN-A49W-01	TCGA-LN-A49X-01	TCGA-LN-A49Y-01	TCGA-LN-A4A1-01	TCGA-LN-A4A2-01	TCGA-LN-A4A3-01	TCGA-LN-A4A4-01	TCGA-LN-A4A5-01	TCGA-LN-A4A6-01	TCGA-LN-A4A8-01	TCGA-LN-A4A9-01	TCGA-LN-A4MQ-01	TCGA-LN-A4MR-01	TCGA-LN-A5U5-01	TCGA-LN-A5U6-01	TCGA-LN-A5U7-01	TCGA-LN-A7HW-01	TCGA-LN-A7HX-01	TCGA-LN-A7HY-01	TCGA-LN-A7HZ-01	TCGA-LN-A8HZ-01	TCGA-LN-A8I0-01	TCGA-LN-A8I1-01	TCGA-LN-A9FO-01	TCGA-LN-A9FP-01	TCGA-LN-A9FQ-01	TCGA-LN-A9FR-01	TCGA-M9-A5M8-01	TCGA-Q9-A6FU-01	TCGA-Q9-A6FW-01	TCGA-RE-A7BO-01	TCGA-S8-A6BV-01	TCGA-S8-A6BW-01	TCGA-VR-A8EO-01	TCGA-VR-A8EP-01	TCGA-VR-A8EQ-01	TCGA-VR-A8Q7-01	TCGA-VR-AA4D-01	TCGA-VR-AA7B-01	TCGA-X8-AAAR-01	TCGA-XP-A8T6-01	TCGA-XP-A8T7-01	TCGA-Z6-A8JD-01	TCGA-Z6-A8JE-01	TCGA-Z6-A9VB-01	TCGA-Z6-AAPN-01
PARK7|DJ-1	-0.00345245224999999	0.14130766675	0.10946215425	0.06820480675	0.2318515225	0.32256062925	-0.1400193895	-0.0228789804999998	0.0420922074999999	-0.00925664975000007	0.13506719125	-0.0854394390000001	1.3527470735	0.24051524775	0.22377515575	0.46341208325	0.5909021705	-0.035793907	0.079539619	0.14848142825	0.345490678	0.17245429875	0.06477930575	-0.1485184095	-0.12184085975	0.3144420845	-0.0801651175	0.306962812	-0.27397654775	-0.16018490875	-0.416573992	-0.08771128725	0.202459804	0.19544965225	-0.06885461725	-0.41852949825	-0.07337320375	-0.000922472749999959	0.128727957	-0.207214158	-0.10733127325	0.06563726	0.147692751	0.0353062132499998	-0.1364276285	0.0134210185	-0.215431975	0.1096652825	0.0448777807500001	-0.0965403969999999	-0.2946106245	0.2608379685	-0.150623106	0.065189517	-0.0346799564999999	0.00958654049999999	0.53958955525	0.63051066725	-0.02807021025	0.355394138	-0.15874159775	-0.04668199825	-0.1173700145	0.0800737847500001	-0.00974388899999996	-0.0264197812500002	0.0952832415	-0.17454654825	0.16858860375	-0.07669259975	-0.23955616625	-0.14737767175	-0.10756322275	0.03820941775	-0.0601075712499999	-0.04965114775	-0.0676977355	-0.1572017715	-0.175596258	0.18917441375	0.26894516875	0.40696778025	-0.17615514575	-0.010445943	0.13208451725	0.09086411625	-0.05293859375	-0.13229158525	-0.05966955525	-0.068406193	0.211397114	0.2545396085	-0.2805840915	-0.08808143625	0.043389512	-0.3377337925	-0.4486695615	0.0073678965	0.21918937175	-0.13349320025	-0.0421476355000001	0.0887261465000001	0.05130221025	0.13963032825	-0.0193598377499999	0.314995794	0.0912396225	0.41134565025	-0.141673598	0.0465042375	-0.177115688	-0.1662883385	-0.28283952925	0.43250847725	-0.2378992035	0.00401133400000009	-0.0829965387500002	0.09960952025	0.45749987825	0.3472228415	-0.0800017759999999	-0.31323741625	-0.000644070250000017	0.1367550415	0.000165278999999963	0.52234357725
DVL3|Dvl3	-0.15925482225	-0.18531856125	-0.16142509575	0.13818744475	-0.1142011145	-0.31907837875	-0.1256854355	0.1062940785	-0.0869862255000002	0.24517044725	-0.38675304575	0.250100939	-0.2176483595	-0.40053131525	-0.14728033325	-0.86199151475	-0.6721749555	0.425932958	0.194608226	0.0437019642499999	-0.378224394	-0.48840939525	0.17960902675	0.4693401165	0.16160333725	-0.1790621295	0.4341754355	-0.379026856	0.31818561325	0.45180622625	0.320171298	-0.22994329725	-0.293634334	-0.40338981875	-0.21500885025	-0.16674654625	-0.02185512875	-0.35920060675	0.584709965	-0.0198125690000001	0.0121866147499998	-0.339874184	-0.265012788	-0.28880795175	-0.1437643555	-0.4239249155	-0.0960107750000001	-0.1040423595	-0.55737370225	0.165868988	-0.2173433985	-0.5237245235	0.081124772	0.0866023659999999	-0.5716090695	0.4396273545	-0.57429275975	-0.0308608997500001	0.00858367974999985	-0.0859418560000001	0.08520719425	-0.00538846025000012	0.0637506794999999	-0.04586140025	-0.114340704	-0.00622735325000023	-0.3421258855	-0.13973730525	-0.17090651325	-0.14424666575	-0.12324208325	0.0333769912499999	0.34321634725	0.47153136675	0.63395316375	0.28001891425	0.1947410475	-0.0326510395000001	0.54995013	0.0470757817499999	-0.01366136525	-0.32911317775	0.88967359925	0.442775558	0.32492061825	-0.49234950575	0.50652399225	0.56971658975	0.10454599775	-0.397826089	0.467058627	-0.2986344105	0.0634001694999999	-0.28674655925	0.842047072	0.6621617195	0.5399400095	0.4840719385	-0.51143239025	0.0930895047499999	0.7647884425	0.00352202049999994	-0.13346993775	-0.05612598275	0.09197881525	-0.029010027	0.6477573395	-0.45984837975	0.822686782	-0.4707965925	-0.452465345	-0.3066997815	0.45229523775	-0.25392306175	0.0290218604999999	0.0147343510000001	0.20630597325	-0.39377768275	-0.26761233075	-0.6804708305	-0.038288584	0.56709061375	0.0117301477499999	-0.0832001845000001	0.166137857	-0.14276155275
CDH1|E-Cadherin	0.94440445075	-0.0701097932499999	-1.25256681575	0.83005049075	0.5708043535	0.30560084125	0.7519320715	-0.2357604865	0.3497065545	0.26191545425	-2.59060967675	0.847317862	-1.3912394525	-2.91084248325	0.80291706475	-2.78678358675	-2.5549720225	-1.107329079	-1.886081856	-1.29504395275	-3.819703939	-1.95030738925	-0.28331448125	-1.0186294045	0.65260757025	0.6540262345	0.6760930085	-2.386397346	0.18853339525	-4.57409724975	0.741796746	1.13366016075	-0.967135481	0.62349876525	-1.14919368825	0.90282720075	0.99357254625	0.29724755525	-0.976130636	1.158406741	0.30493876275	0.179835433	-1.416940221	0.47454270325	-0.0124878965000001	0.3817233345	0.912972332	0.2861350975	-0.56625610725	0.927212106	-1.6672146475	-2.4014729685	-1.108300603	1.363472393	0.3519246845	0.7164023425	-2.00666538575	-0.25996618075	0.74212968775	0.413557669	0.83783315925	0.38405077775	-0.0724320765000001	-1.29088330125	0.91722251	-0.15997290225	-0.1540742715	0.13355074775	-0.54499608325	0.56603076925	0.24221301375	0.37508609025	0.70636757725	0.51495998675	-0.18035437525	0.28554247525	-0.5237765685	0.7418899225	-0.144586912	-1.14771878225	-2.67562614825	-3.97459306175	0.48228662325	-1.024651005	-1.59150990275	-4.12596983475	1.03067757625	0.52112338275	-0.70660578325	-3.344903121	-1.407879295	-0.1341248205	-0.1580866365	0.78608975875	0.316736987	0.8507081105	-0.1808364935	0.1576559425	-1.12194790925	-1.01407702025	-0.1098391325	-2.3713184785	-1.55657228875	-0.000660699750000021	-0.02219207675	-1.30532562	-1.0086102745	-2.17036064075	0.736383223	-0.2644410585	-0.495175495	0.7724486055	0.77244658475	-3.60811567575	0.3535468695	-0.253383792	-0.63933124475	0.94732893125	-3.48618632075	-2.5089500375	1.073725131	0.47382575175	-0.90991977425	-0.3364330295	0.120633443	-1.24953020775
EGFR|EGFR	-0.14804699775	-0.18478447175	0.25476518475	-0.28965189275	-0.148369659	-0.37566744725	-0.0659120559999999	0.600284032	0.430542535	1.16739710475	-0.50334866925	-0.2108541685	0.795358899	-0.53735436175	-0.0757798537499998	-0.309690087249999	-0.546262469	0.2394217395	0.0234039865000002	0.59247518375	-0.4598086675	-0.47533501975	-0.0088304167499999	0.117948658	0.40856734175	-0.689820808	0.210642648	-0.5087178135	0.86779300175	0.45681156175	0.5437859435	-0.21646193375	-0.1958979075	0.14270014375	0.05710936425	-0.28444993275	0.34551797575	-0.28553639125	0.7950416465	-0.4072954855	0.18557775825	-0.3161170735	-0.2166577455	-0.22131062625	-0.285361553	1.983672713	-0.1611873995	-0.38205522	-0.47033454975	-0.2318428125	0.158604943	0.0467782800000001	-0.0241012394999999	0.0331716105	-0.392163637	0.932278408	-0.43324373225	-0.39640456625	-0.32257019575	-0.2868378165	-0.11694286725	0.39662563825	0.144517902	-0.28731802775	0.1323500055	0.02794624625	-0.198536216	-0.14520799775	0.42769238725	-0.35129673925	-0.01618523375	-0.36386502725	0.42020832175	0.18764613425	0.95325358225	-0.11546665925	0.11108894	0.249762177	0.5566503795	-0.19682413775	-0.15218641875	0.0133424697500004	2.65801173075	0.8184925565	-0.0353741302499997	0.0944149317500002	0.61812531475	0.58044498925	0.10190304725	0.4466624285	0.3094438545	-0.140796411	0.554461275	0.0755112842500001	0.6312818425	0.887537701	0.365572898	-0.042694575	-0.28950316675	-0.19093890175	1.156178356	0.0231356140000001	-0.13368714425	0.52358363575	1.54973399175	0.0252824225000001	0.833814976	-0.34171081625	3.7040644615	-0.281288194	-0.2395762465	-0.038457198	0.0953562962500001	-0.77499870125	-0.321998629	-0.4348823725	0.91598773075	-0.20690115225	-0.50320399725	-0.437327201	0.00411712750000021	0.63761074225	-0.18423310375	0.991895908	-0.0166953934999999	0.34220216075
EGFR|EGFR_pY1068	-0.14760096375	-0.0596295787499997	-0.31950548025	-0.41100332275	-0.0278526049999999	-0.13496791225	0.347434547	0.066761015	0.568146777	0.54801181875	-0.57557527025	0.2469335155	-0.473499216	-0.67929975475	-0.06551691175	-0.0324861302499997	-0.506640931	-0.0166170514999999	-0.7982380395	0.18563818575	-0.3939987525	-0.17940724875	-0.09175821275	0.168195946	-0.0193312062499997	-0.242161799	0.0988152980000002	-0.1846186555	0.40593663875	-0.71788844625	0.4523145165	-0.25387148175	-0.5827317835	0.93977382575	0.38604448025	0.81506004225	0.58338622975	0.31406477775	0.0543558245000001	0.1064164145	0.13606128325	-0.5940727165	-0.1180583265	0.13243088475	-0.188334321	1.858497014	0.6536957545	0.380106059	-0.28907357275	0.1271666945	-0.507365181	-0.636520869999999	0.2289754415	0.4741420475	0.322187282	1.422583245	0.00318256974999986	0.11915574475	0.40126216825	-0.1721074145	2.13406022175	0.23394973425	0.146905262	-0.26293833775	-0.2641536915	0.0262215712499998	-0.120874538	0.34253606425	0.69086827625	-0.16757399425	-0.0812054767500001	-0.30692214425	0.51167241175	-0.12057984075	0.05793017925	-0.30435973925	0.0700676139999999	0.452769878	-0.0684387584999997	-0.53564131775	-0.35483351575	-0.51128947725	3.43923825675	0.2942431345	-0.39312362025	-0.13609642325	-0.00315707325000003	-0.09779943375	-0.45990639875	0.2819132285	-0.0472080605000002	-0.368593683	0.3971261	0.48595151225	-0.0433377074999998	0.983383248	-0.13308482	-0.0959845619999998	-0.12063083975	-0.34496339775	0.293478209	-0.339035908	-0.24543300325	0.32268844475	0.65052758475	0.0691601635000003	0.0904411040000003	-0.23110922525	3.0047511335	-0.144839978	-0.1328924175	0.761737044	-0.0899204277500001	-0.27592897025	0.279741249	-0.1854622475	-0.22412297025	0.71515967175	-0.23067459425	-0.694103566	0.0525232925	0.25261082825	0.08844087525	0.938202671	0.1495416235	0.0863661027500002
EGFR|EGFR_pY1173	-0.10677826875	0.0504778312500001	-0.04323892125	-0.00725594574999996	-0.084611424	-0.00911158724999989	-0.022142472	-0.0748424449999998	-0.0759378640000001	-0.00198519425000004	-0.0214096452499999	-0.0853196654999999	0.602517046	0.0154328602500001	0.02463354925	0.78579754775	0.345714475	-0.1370807185	-0.0374499915	0.15978827875	0.1462003925	0.10977484225	-0.03397137175	0.025857282	-0.10820544125	0.237479879	-0.100406307	0.1003331785	-0.04872903925	0.04554959475	-0.0175029005	-0.11202450575	0.1340165225	0.32931111075	0.14325156525	-0.21981697475	0.01509284175	-0.02453425925	0.0542775125	-0.1070721215	-0.13614461475	0.0317165585	0.00629421750000003	-0.11339814525	-0.00444718300000005	0.224712734	-0.0132766065	-0.132385629	-0.12487940775	-0.0600322504999999	0.106291456	0.320113621	0.1201554605	-0.0239456855	0.022401887	-0.021545923	0.19870333975	0.08734948575	-0.07560004475	-0.0177953455	-0.11602780025	-0.19784080675	0.045277406	-0.0848188957499999	-0.0441873154999999	0.0507713572499998	-0.026762534	0.0512513732500001	-0.02442360975	0.03540733275	-0.0415429067500001	-0.03239219425	-0.08744523425	-0.05099602675	0.07032398825	-0.01168501025	-0.0343319490000001	-0.0910936240000001	0.0267393215	0.02191010325	0.00177859825000004	0.12649742375	0.59413309775	0.0583582644999999	0.0308825717500001	0.15530137175	0.02416439975	0.06971355925	0.08617885125	0.2943409485	0.0425296925	-0.0665905729999999	-0.027364649	-0.02004961075	0.0841250845000001	-0.04990959	-0.0345122399999999	-0.074526308	0.18579471125	-0.05550946575	0.0348500969999999	0.218747164	0.0105321627500001	0.000660699750000021	0.0164488927500001	0.1727467265	0.12538837	0.0653012937500001	1.0572772795	0.0389187850000001	0.2413758845	-0.087262598	-0.08609445275	0.18046919075	-0.084570932	0.0565058755000001	0.00221068474999986	-0.0808349512499999	0.15897435475	0.208235351	-0.0892176474999999	-0.08834010775	0.02853332125	0.0446403840000001	-0.1277561235	0.0662628367500001
ESR1|ER-alpha	0.00390376774999995	0.00928348575000004	0.33262492925	0.01090302275	0.1427019025	-0.23335388175	0.0527813614999999	-0.2002242625	-0.0325501954999999	-0.09697968575	0.11324821925	0.345082696	0.4781063015	0.26080007075	-0.0296909332499999	1.00446768725	0.4835457655	-0.135433234	-0.0552742120000001	-0.04707335775	0.386132183	0.31755225075	0.32662457075	0.3089121765	-0.10042297275	-0.2190961635	-0.0844776564999999	0.0768142080000003	-0.17702083075	-0.22599588475	-0.480162596	0.28454704175	-0.0279708209999999	0.09860538525	0.05345347275	0.64148481475	0.16102753825	0.02321918225	-0.00858968999999982	-0.0259266239999998	0.08952515175	-0.0836127229999998	0.0353233520000001	-0.08875573675	-0.1063291435	-0.0735355904999999	0.00292641800000028	-0.1955162095	0.33613570175	-0.15171932	-0.2341295045	0.2733862925	-0.0803063849999998	-0.411497097	-0.0138245145000001	-0.1030845265	0.38750304725	0.14002213025	0.17188786875	-0.211907203	-0.26024541275	0.0816034207500003	-0.00269222749999992	0.26460989075	0.028504756	0.000377319750000105	0.3310668895	0.0213309387500002	0.36317603575	-0.0417615707499999	0.23319513675	1.03742003725	0.0607038152500001	0.0157282607499999	-0.0371953072499998	0.65838996725	0.1490551455	0.1465999995	0.0340491410000001	-0.11108492825	0.35077271775	0.31069774125	-0.0968654227499999	-0.205298173	-0.04623656675	0.48582498225	0.01622114025	-0.08262665825	0.0253939067500001	0.19163382	-0.025759869	-0.1411821665	-0.0307924485000002	0.16270675675	0.140891588	0.2321916005	0.1414638495	0.0437371615000003	0.49034662075	0.19340867475	0.1129811245	0.2569692375	0.85387384625	-0.0307669637500001	-0.17104769675	0.068938213	-0.0100630615	-0.00480745174999975	0.0707750420000001	0.0571910325000001	0.049675445	-0.0299942384999999	0.0525333077500001	0.24980906425	-0.1131357965	0.187329922	-0.0181158977500001	-0.31272546575	0.0310160172500001	0.6881046545	0.124737586	-0.16550207125	-0.14258853025	0.1525312095	0.340974238	0.0745024262500003
ESR1|ER-alpha_pS118	0.11495802675	0.30292344475	0.0419741422499999	0.20102550775	0.1608444305	0.10067644325	-0.0655101874999999	-0.0536564444999998	-0.0675121215000001	0.00198519424999999	-0.17882045975	0.132122945	-0.1027323635	0.00117837474999994	0.15643245075	-0.17002229875	0.2280612445	-0.111004281	-0.0415163169999999	0.27769136325	0.034809107	0.12291230775	-0.00117710124999998	0.0442877425	0.08269267825	0.4298097835	0.1040558465	0.0957293870000001	0.11712291525	0.30570718225	0.03307649	0.0620530567499999	-0.0364631320000001	0.17616334625	-0.0193763922499999	0.00500395074999993	-0.03658380775	0.0135754242500001	0.011783534	0.0200973759999999	0.0641328847499999	-0.144052423	-0.026639883	0.0348548082499999	0.0585318285	0.0246390185	0.132797121	-0.1780629215	-0.12754722325	0.0965169260000001	-0.0416111235000001	-0.1853619575	0.021349823	-0.0231680600000001	0.0776213505	-0.0971607355000001	0.14255147525	0.01736882725	0.12025772175	0.35366199	0.01858024225	-0.03698908025	0.1402696755	-0.0205197372499998	0.062512625	-0.0304580402500001	0.0535108525	0.0932884517500001	0.12655138875	0.0212266782500001	0.12759398575	0.31514552125	-0.04651444075	-0.04967595325	0.20504716175	0.10122579725	0.0892164885000001	-0.0481989035000001	0.189604448	-0.0400422012500001	-0.000776190250000031	-0.0248142077499998	0.24960784825	0.0762710819999998	-0.000631671749999896	-0.17592271175	0.06093194025	-0.00427745725000003	0.05116073275	0.0522652929999999	-0.104495569	-0.1327464555	0.0237385244999999	-0.10066220525	0.0867061729999999	0.000855489499999973	0.1480059515	0.0147398375	-0.0467395832499999	0.0668265407499999	0.1622133185	-0.0393905674999999	0.06792470725	0.14184503725	-0.00997761074999992	-0.111463647	0.2450379935	0.0254976462500002	0.086847631	0.0222477615	0.074250319	-0.0499466525	0.0294452927500001	0.23619774725	0.1037810195	0.109082329	0.0463318002499998	0.05185481525	-0.0669716767500001	0.0709212134999999	0.0482999640000001	0.12184360175	-0.13093288325	0.2709788725	-0.091850183	0.0963287202500001
ERCC1|ERCC1	0.27098195275	0.13404074775	-0.22713124175	0.39847842975	0.0639962314999999	0.0327995642500001	-0.0957641954999999	0.1290815355	0.0350034894999999	0.22624416225	-0.17445682475	0.177432471	-0.0100301564999996	-0.33951300725	0.15625937475	-0.52604967775	0.2424321785	0.363693588	0.060721145	0.21924168725	-0.58131228	0.16308312875	0.10716296575	0.1582313175	-0.0417779257499999	-0.1752006945	0.1488670645	-0.337015186	0.16003045625	-0.20327440475	-0.104607745	0.30711976275	-0.310877928	-0.46376927475	-0.14403344125	0.33095041875	0.01384421025	-0.01336818075	-0.024454582	0.186008936	0.18356815875	-0.086597414	-0.142639543	0.0881164622499999	-0.1357493385	0.0754371164999998	0.028753342	0.0702588185	0.0459442787500001	0.255516054	-0.0579571474999998	-0.6260328795	-0.014018083	0.0299479139999999	0.0964007115	0.2031141045	0.0254549252499996	-0.0496307407500002	0.13039859275	-0.0337904280000001	0.09724463225	-0.00652129724999995	0.0822368975	-0.16400692425	-0.17240957	-0.17413638025	0.000356717499999992	0.26514068675	0.31699561575	0.28470272925	0.48886964675	0.59878349925	0.25819548925	-0.0829833782500001	0.64699899875	0.35330742025	0.5534867085	0.0543070434999998	0.404608001	0.05539073375	-0.06568812125	-0.30302020975	0.60143664325	0.0773800209999999	-0.12400951375	-0.67092154175	0.24966860525	0.13960692775	-0.12150996825	-0.515355327	0.048556677	-0.2100946535	0.1723598815	-0.03710076325	-0.024451755	0.4491273645	0.1299571545	0.2456708295	-0.16736557825	0.19477347475	0.5060467195	-0.1250337985	-0.22436421175	0.0859590912499999	-0.14580881175	-0.0297918779999997	0.1490441735	-0.68415254975	0.102026779	-0.0168760485	-0.165990351	0.0297947925000001	0.29777859175	-0.25382696475	0.0210992235	0.00937118500000012	0.0711739492499998	-0.26850736675	-0.30708779775	-0.4688299265	0.151305247	0.06245079175	-0.43251212925	0.3248149545	0.192144605	-0.29761907575
MAPK1|ERK2	-0.13668785625	-0.0780262242499999	-0.17948942975	0.10592461375	-0.2615880475	0.06787789125	-0.1684006105	-0.2193336465	-0.0793228755000001	0.18684540725	0.13492704325	-0.315482626	0.7658259925	0.13365506375	-0.41479882425	-0.27950877375	0.2760787565	0.0580707299999999	0.17665709	-0.22161382975	-0.0361137600000001	-0.05804956125	-0.0941778882500001	0.2036074955	-0.07379828475	-0.2566774985	-0.00550216049999996	0.055760438	-0.11270241475	0.13246577025	0.169833405	-0.41783826625	0.320058317	0.38571378025	-0.10180280025	-0.58314394025	-0.02258938675	-0.15654121675	-0.0298684910000001	-0.270109965	0.0308456607499998	0.407192901	-0.063176956	0.29641557925	0.7155668375	0.0956058174999999	-0.22594538	0.1418002095	-0.31770450625	-0.498263947	-0.0300345955	0.2344016165	-0.051164861	0.273077396	0.6415178235	-0.2549519665	-0.15360442875	-0.19539753375	0.18283644275	-0.190501906	-0.23408734075	-0.15241712325	-0.2444109685	-0.14493072925	0.030082833	0.0488655107499998	0.0608981964999999	-0.10185966925	-0.33286776625	-0.22986075375	-0.23917849425	-0.25740644375	-0.08256631275	0.0346233437499999	0.06359526075	0.10954620225	-0.1176092345	-0.3061820855	-0.0552510129999999	0.09181644375	0.07443805875	0.16569156525	-0.36577532775	0.196037531	0.19570263625	0.03928400425	0.17854086125	0.0359259457499999	0.16117893875	-0.0262082320000001	0.262374807	0.1287746355	-0.0678732055000001	-0.26862862725	0.246051532	-0.1322718655	-0.1135972325	0.2055328035	-0.23195311225	-0.26097903225	0.1102936345	0.1351993885	0.12492876525	-0.09470125075	-0.18869901075	0.0324550570000001	0.1071680215	0.45227784525	0.113144798	0.0854626374999999	-0.235358635	0.0256035064999999	-0.17641748725	-0.08281644575	-0.1841192025	-0.0708280429999999	-0.0519064047500002	0.0608140442500001	0.12856776825	0.0985433144999999	-0.146309829	-0.07941353525	0.09410002775	-0.3907855785	-0.145680702	0.0464108762500001
ETS1|ETS-1	0.03033931525	-0.0545655127499998	-0.04195507825	0.05188994125	-0.00203965799999994	-0.13964475125	-0.224541593	-0.00457004799999983	-0.00203493400000004	0.0489625587499999	0.36613320175	-0.1029587505	-0.0116786389999999	0.17310069625	0.08066179625	1.10822602275	0.348110923	0.1628941485	0.0991550245	0.10372239675	0.3743843785	0.06875221425	0.01635661025	-0.155129192	0.20072774275	0.231539894	-0.086451254	-0.0191782024999999	0.07792576875	0.0889429087499999	0.2650874815	0.02242933525	0.1505931795	-0.0951906982500001	0.17390665525	-0.17722456875	-0.0568675912499999	0.39129684475	-0.0617399115	-0.1221130865	0.12000372725	0.5237725425	-0.0700647155	0.00591309075000002	0.000688153999999969	-0.00578196500000003	-0.1283238365	0.453562772	0.0104840662500001	0.0701911355000001	-0.012239683	0.50841154	-0.0613232094999999	0.4275201895	-0.0215703529999999	-0.303640374	0.10651963075	-0.0851258602499999	-0.12015402275	-0.1729779935	-0.0260623212499999	-0.03607454575	0.119927324	-0.0859521467499999	0.2243588715	0.32091039525	0.055823733	0.19774367025	-0.07069374175	0.01181734275	-0.15079832875	-0.11841971025	-0.01902351525	0.01711171425	0.24297231325	-0.16051633725	-0.078922045	0.202621444	-0.0225514935	0.17543954525	0.17631053525	0.0360613907500002	-0.18134281025	-0.000156252500000023	-0.10687258625	0.17216782475	0.27456940275	-0.06832666675	-0.10198783575	0.1813512505	-0.0496142345	0.0155723670000001	-0.00593272900000003	-0.01931745375	-0.2936028325	-0.103363784	-0.0604519109999999	-0.143522445	0.19145180925	-0.00620671875000001	-0.0770991160000001	0.047527063	-0.13774977125	-0.19111899225	0.36126555275	0.0401958505000002	-0.101440192	-0.00364625824999992	-0.2006126925	-0.111522892	0.0350068014999999	0.078245006	-0.05422424175	0.01303704875	-0.212640698	-0.0464048574999998	-0.0448116282500001	-0.33881709625	-0.02694452925	0.235146694	-0.1767542895	-0.24858019575	-0.0744674067500001	-0.084577847	-0.0760063285	-0.04416324825
FASN|FASN	-0.32639615425	0.25135544475	-0.76920445875	0.51303841775	-0.3155763985	0.02033806925	0.2943351175	-0.2472335055	-0.1022257475	-0.0620582417500002	-0.96479908375	-0.810261141	-1.3179181695	-1.17524464025	0.11483665375	-0.55596802975	0.0770373224999998	0.0993973309999999	-0.750792025	-0.31003387975	-1.257526501	-0.17894658325	0.27515413475	0.1881166875	-0.38786681975	-0.6362210755	0.5175789415	0.529481977	0.11125285025	-0.28463525775	0.264512283	0.0293406547499999	-0.372311413	-0.61696447475	-1.36949632025	0.01228602075	0.01719876925	-0.79393422475	-0.219386901	1.18327442	-0.11022096025	-0.52223149	0.520649344	-0.18020197375	0.7868605195	-0.7617097685	-0.581854879	-0.6412094185	0.07431920175	0.117897146	0.0339166954999999	-1.3453421495	0.027098484	0.65933508	-0.0967363405	0.1859089085	0.27484928725	0.22192608925	-0.96761575725	0.61793039	0.61406388125	0.24416900275	-0.0296351495000001	-0.0546885372499999	-0.377700165	-0.75317952225	-0.9942494865	-0.36948422825	0.0261103417499999	-0.40330363775	0.20156368275	1.20537021825	0.53677339225	-0.33802123525	-0.01269599725	-0.46504614775	0.4608887435	0.3075464455	0.306195837	0.13422118175	-0.74893356725	-0.95193883175	-0.05299381975	0.599126188	0.92063106225	-0.62856340675	0.28850161325	0.55416130975	0.44180576575	0.141664711	0.359576832	0.1292872045	0.1437680945	0.19501124775	-0.182888092	0.2722320915	-0.0666941745	0.1844952885	-0.67849296725	-0.26549421025	0.8446419735	-0.6070681435	0.77423994025	0.68806550025	0.73121506725	-0.757150891	0.6148664885	0.14918295025	-0.181959242	-0.6790387225	0.246245949	-0.1884644275	0.0456070797499999	0.20020656825	0.0835661094999999	-0.080619103	0.00362012324999983	0.89408061425	-0.98086492775	-0.9665301975	0.0731193140000001	0.37351284075	-0.0289251142500001	-0.3138424185	0.152409255	0.49047280425
